data_id,with_comp_action,use_comp_subtask_chain,use_atom_subtask_chain,done,env_steps,agents_steps,communication_times,CABTP_expanded_num,dmr_record_expanded_num,total_expanded_num,CABTP_expanded_time,dmr_expanded_time,total_expanded_time
12,False,False,True,True,124,494,46,0,756,756,0.0,0.16568517684936523,0.16568517684936523
12,True,False,False,True,74,294,0,0,760,760,0.0,0.203202486038208,0.203202486038208
12,True,False,True,True,74,292,35,0,760,760,0.0,0.203202486038208,0.203202486038208
12,True,True,False,True,74,294,0,0,760,760,0.0,0.203202486038208,0.203202486038208
12,True,True,True,True,74,292,36,0,760,760,0.0,0.203202486038208,0.203202486038208
13,False,False,False,True,74,295,0,0,268,268,0.0,0.03208661079406738,0.03208661079406738
13,False,False,True,True,73,262,30,0,268,268,0.0,0.03208661079406738,0.03208661079406738
13,True,False,False,True,104,413,0,8,8,16,0.0010135173797607422,0.0010037422180175781,0.0020172595977783203
13,True,False,True,True,104,413,0,8,8,16,0.0010135173797607422,0.0010037422180175781,0.0020172595977783203
13,True,True,False,True,64,136,6,8,8,16,0.0010135173797607422,0.0010037422180175781,0.0020172595977783203
13,True,True,True,True,64,136,6,8,8,16,0.0010135173797607422,0.0010037422180175781,0.0020172595977783203
14,False,False,False,True,134,535,0,0,2435,2435,0.0,2.3385117053985596,2.3385117053985596
14,False,False,True,True,124,494,45,0,2435,2435,0.0,2.3385117053985596,2.3385117053985596
14,True,False,False,True,103,412,0,8,13,21,0.001093149185180664,0.014625072479248047,0.01571822166442871
14,True,False,True,True,72,288,2,8,13,21,0.001093149185180664,0.014625072479248047,0.01571822166442871
14,True,True,False,True,85,169,8,8,13,21,0.001093149185180664,0.014625072479248047,0.01571822166442871
14,True,True,True,True,64,136,6,8,13,21,0.001093149185180664,0.014625072479248047,0.01571822166442871
15,False,False,False,True,138,552,0,0,1936,1936,0.0,1.043381690979004,1.043381690979004
15,False,False,True,True,133,507,48,0,1936,1936,0.0,1.043381690979004,1.043381690979004
15,True,False,False,True,135,538,0,12,1030,1042,0.0010886192321777344,0.609560489654541,0.6106491088867188
15,True,False,True,True,104,414,8,12,1030,1042,0.0010886192321777344,0.609560489654541,0.6106491088867188
15,True,True,False,True,96,260,6,12,1030,1042,0.0010886192321777344,0.609560489654541,0.6106491088867188
15,True,True,True,True,94,262,16,12,1030,1042,0.0010886192321777344,0.609560489654541,0.6106491088867188
16,False,False,False,True,256,1021,0,0,12372,12372,0.0,9.692033767700195,9.692033767700195
16,False,False,True,True,256,1018,122,0,12372,12372,0.0,9.692033767700195,9.692033767700195
16,True,False,False,True,128,509,0,394,12336,12730,0.0,6.104974746704102,6.104974746704102
16,True,False,True,True,128,506,58,394,12336,12730,0.0,6.104974746704102,6.104974746704102
16,True,True,False,True,128,509,0,394,12336,12730,0.0,6.104974746704102,6.104974746704102
16,True,True,True,True,128,506,58,394,12336,12730,0.0,6.104974746704102,6.104974746704102
17,False,False,False,True,256,1021,0,0,15819,15819,0.0,12.11828351020813,12.11828351020813
17,False,False,True,True,256,1018,122,0,15819,15819,0.0,12.11828351020813,12.11828351020813
17,True,False,False,True,128,510,0,16,22,38,0.0,0.007457733154296875,0.007457733154296875
17,True,False,True,True,128,510,0,16,22,38,0.0,0.007457733154296875,0.007457733154296875
17,True,True,False,True,64,256,8,16,22,38,0.0,0.007457733154296875,0.007457733154296875
17,True,True,True,True,64,256,8,16,22,38,0.0,0.007457733154296875,0.007457733154296875
18,False,False,False,True,256,1021,0,0,14654,14654,0.0,10.256191730499268,10.256191730499268
18,False,False,True,True,256,1018,122,0,14654,14654,0.0,10.256191730499268,10.256191730499268
18,True,False,False,True,128,510,0,16,22,38,0.0009965896606445312,0.006392002105712891,0.007388591766357422
18,True,False,True,True,128,510,0,16,22,38,0.0009965896606445312,0.006392002105712891,0.007388591766357422
18,True,True,False,True,64,256,8,16,22,38,0.0009965896606445312,0.006392002105712891,0.007388591766357422
18,True,True,True,True,64,256,8,16,22,38,0.0009965896606445312,0.006392002105712891,0.007388591766357422
19,False,False,False,True,168,504,0,0,7659,7659,0.0,8.019290685653687,8.019290685653687
19,False,False,True,True,167,483,53,0,7659,7659,0.0,8.019290685653687,8.019290685653687
19,True,False,False,True,136,406,0,10,3072,3082,0.0,1.9325284957885742,1.9325284957885742
19,True,False,True,True,136,406,14,10,3072,3082,0.0,1.9325284957885742,1.9325284957885742
19,True,True,False,True,167,343,6,10,3072,3082,0.0,1.9325284957885742,1.9325284957885742
19,True,True,True,True,168,410,30,10,3072,3082,0.0,1.9325284957885742,1.9325284957885742
20,False,False,False,True,201,802,0,0,16577,16577,0.0,14.487039804458618,14.487039804458618
20,False,False,True,True,201,772,92,0,16577,16577,0.0,14.487039804458618,14.487039804458618
20,True,False,False,True,128,511,0,16,60,76,0.0009965896606445312,0.01694345474243164,0.017940044403076172
20,True,False,True,True,128,511,0,16,60,76,0.0009965896606445312,0.01694345474243164,0.017940044403076172
20,True,True,False,True,64,232,8,16,60,76,0.0009965896606445312,0.01694345474243164,0.017940044403076172
20,True,True,True,True,64,232,8,16,60,76,0.0009965896606445312,0.01694345474243164,0.017940044403076172
21,False,False,False,True,256,1021,0,0,12372,12372,0.0,5.48198127746582,5.48198127746582
21,False,False,True,True,256,1018,122,0,12372,12372,0.0,5.48198127746582,5.48198127746582
21,True,False,False,True,128,510,0,16,29,45,0.0,0.00452876091003418,0.00452876091003418
21,True,False,True,True,128,509,4,16,29,45,0.0,0.00452876091003418,0.00452876091003418
21,True,True,False,True,64,256,8,16,29,45,0.0,0.00452876091003418,0.00452876091003418
21,True,True,True,True,64,256,8,16,29,45,0.0,0.00452876091003418,0.00452876091003418
22,False,False,False,True,256,1021,0,0,12372,12372,0.0,5.567544937133789,5.567544937133789
22,False,False,True,True,256,1018,122,0,12372,12372,0.0,5.567544937133789,5.567544937133789
22,True,False,False,True,128,511,0,16,634,650,0.0009963512420654297,0.06906962394714355,0.07006597518920898
22,True,False,True,True,128,511,32,16,634,650,0.0009963512420654297,0.06906962394714355,0.07006597518920898
22,True,True,False,True,128,448,6,16,634,650,0.0009963512420654297,0.06906962394714355,0.07006597518920898
22,True,True,True,True,128,448,38,16,634,650,0.0009963512420654297,0.06906962394714355,0.07006597518920898
23,False,False,False,True,256,1021,0,0,12372,12372,0.0,5.755154848098755,5.755154848098755
23,False,False,True,True,256,1018,122,0,12372,12372,0.0,5.755154848098755,5.755154848098755
23,True,False,False,True,128,510,0,16,29,45,0.001992940902709961,0.006062507629394531,0.008055448532104492
23,True,False,True,True,128,509,4,16,29,45,0.001992940902709961,0.006062507629394531,0.008055448532104492
23,True,True,False,True,64,256,8,16,29,45,0.001992940902709961,0.006062507629394531,0.008055448532104492
23,True,True,True,True,64,256,8,16,29,45,0.001992940902709961,0.006062507629394531,0.008055448532104492
24,False,False,False,True,256,1021,0,0,12372,12372,0.0,5.657345533370972,5.657345533370972
24,False,False,True,True,256,1018,122,0,12372,12372,0.0,5.657345533370972,5.657345533370972
24,True,False,False,True,128,510,0,16,29,45,0.0005052089691162109,0.004982471466064453,0.005487680435180664
24,True,False,True,True,128,509,4,16,29,45,0.0005052089691162109,0.004982471466064453,0.005487680435180664
24,True,True,False,True,64,256,8,16,29,45,0.0005052089691162109,0.004982471466064453,0.005487680435180664
24,True,True,True,True,64,256,8,16,29,45,0.0005052089691162109,0.004982471466064453,0.005487680435180664
25,False,False,False,True,256,1021,0,0,12372,12372,0.0,6.1234424114227295,6.1234424114227295
25,False,False,True,True,256,1018,122,0,12372,12372,0.0,6.1234424114227295,6.1234424114227295
25,True,False,False,True,128,510,0,16,29,45,0.23544526100158691,0.006525516510009766,0.24197077751159668
25,True,False,True,True,128,509,4,16,29,45,0.23544526100158691,0.006525516510009766,0.24197077751159668
25,True,True,False,True,64,256,8,16,29,45,0.23544526100158691,0.006525516510009766,0.24197077751159668
25,True,True,True,True,64,256,8,16,29,45,0.23544526100158691,0.006525516510009766,0.24197077751159668
