data_id,with_comp_action,use_comp_subtask_chain,use_atom_subtask_chain,done,env_steps,agents_steps,communication_times,CABTP_expanded_num,dmr_record_expanded_num,total_expanded_num,CABTP_expanded_time,dmr_expanded_time,total_expanded_time
13.0,False,False,False,1.0,161.04,570.76,0.0,0.0,5454.8,5454.8,0.0,5.387146196365356,5.387146196365356
13.0,False,False,True,1.0,159.36,557.28,63.84,0.0,5454.8,5454.8,0.0,5.387146196365356,5.387146196365356
13.0,True,False,False,1.0,110.0,367.96,0.0,24.88,742.92,767.8,0.000924530029296875,0.5676559734344483,0.5685805034637451
13.0,True,False,True,1.0,105.6,353.6,8.84,24.88,742.92,767.8,0.000924530029296875,0.5676559734344483,0.5685805034637451
13.0,True,True,False,1.0,81.6,223.64,5.12,24.88,742.92,767.8,0.000924530029296875,0.5676559734344483,0.5685805034637451
13.0,True,True,True,1.0,78.68,219.92,14.24,24.88,742.92,767.8,0.000924530029296875,0.5676559734344483,0.5685805034637451
